division,state,ALP2PP,party,Total_population,Population_density1,LogPopDens,Persons_who_lived_at_a_different_address_5_years_ago,Persons_aged_under_5_years,Under5%A,Persons_aged_5_to_14_years,5to14%,Persons_aged_15_to_24_years,15to14%,Persons_aged_25_to_64_years,25to64%,Persons_aged_65_years_and_over,65pllus%,Median_age,Total_dependency_ratio3,Elderly_dependency_ratio5,Persons_of_Christian_religion,Christian%,Persons_of_Catholic_religion,Catholic%,Persons_of_Islamic_religion,Muslim%,Persons_of_no_religion,Atheist%,Persons_of_Indigenous_origin,Indiginous%,Persons_born_overseas,Overseas%,Persons_born_overseas_and_resident_in_Australia_since_2000,AusSince2000%,Persons_born_in_non-English_speaking_countries,NonEngBorn%,Persons_born_in_the_United_Kingdom_or_Ireland,UKIreBorn%,Persons_who_speak_English_not_well_or_not_at_all,BadEng%,Persons_speaking_a_language_other_than_English_at_home,OthEngHome%,Couple_families_with_dependent_children,DepChildren%,Couple_families_with_no_children,NoChild%,One_parent_families_with_dependent_children,OneParent%,Lone_person_households,Lone%,Persons_engaged_in_unpaid_child_care7,UnPaidCC%,Families_with_weekly_income_below_$650,Below650%,Families_with_weekly_income_$2000_and_above,Above2000%,Median_weekly_family_income,Individuals_with_weekly_income_below_$1000,IndBelow1000%,Persons_attending_infant/primary_or_secondary_school,Prim/Sec%,Persons_attending_non-government_infant/primary_or_secondary_school,PrivateSchool%,Persons_attending_a_tertiary_education_institution11,Tertiary%,Persons_whose_highest_level_of_schooling_completed_is_Year_10_or_below,Yr10Below%,Persons_with_university_qualifications,Degrees%,Households_with_an_internet_connection,Internet%,Households_with_a_broadband_internet_connection,,Occupied_private_dwellings,Rented_dwellings,Fully_owned_dwellings,Dwellings_being_purchased,Median_monthly_housing_loan_repayment,Median_weekly_rent,Flat_unit_or_apartment_dwellings,Persons_in_non-private_dwellings14,GovtHouse%,Dwellings_with_two_or_more_motor_vehicles,Employed_persons,Employed%,Unemployed_persons,Unemp%,Unemployed_persons_aged_15_to_19_years,Unemp15to24%,Unemployed_persons_aged_45_years_and_over,Unemp45+%,Labour_force20,Labourforce%,Labour_force_aged_45_years_and_over22,LabourForce45+%,Women_in_the_labour_force24,WomenLabour%,Persons_employed_in_agriculture,Ag%,Persons_employed_in_mining,Mine%,Persons_employed_in_manufacturing,Manu%,Persons_employed_in_accommodation_and_food_services,Accomm%,Persons_employed_in_professional_or_managerial_occupations,Prof%,Persons_using_public_transport_to_travel_to_work,
Throsby,(NSW),73.46,ALP,129358,84.6,1.9274,40638,8061,0.0623,18952,0.1465,16224,0.1254,65119,0.5034,21006,0.1624,39,1.69,3.87,96717,0.7477,37491,0.2898,1420,0.011,17698,0.1368,2733,0.0211,25525,0.1973,1224,0.0095,14232,0.11,9615,0.0743,2740,0.0212,15897,0.1229,12232,0.0946,13293,0.1028,4281,0.0331,10776,0.0833,30980,0.2395,9730,0.0752,5209,0.0403,1076,14236,0.1101,21168,0.1636,6276,0.0485,5202,0.0402,55258,0.4272,8514,0.0658,26131,0.202,14965,0.1157,46784,11800,18125,15145,1458,179,2898,2488,0.0192,22833,52060,0.4024,4069,0.0315,828,0.0064,934,0.0072,56096,0.4336,21401,0.1654,25074,0.1938,679,0.0052,827,0.0064,7225,0.0559,3679,0.0284,12528,0.0968,1270,0.0098
Wakefield,(SA),56.59,ALP,141043,22.9,1.3598,50572,9618,0.0682,21376,0.1516,19549,0.1386,71784,0.509,18713,0.1327,36,1.84,4.88,78114,0.5538,23359,0.1656,365,0.0026,39470,0.2798,2841,0.0201,27677,0.1962,1500,0.0106,8533,0.0605,17709,0.1256,1297,0.0092,8646,0.0613,13011,0.0922,13812,0.0979,5818,0.0412,13212,0.0937,33039,0.2342,11653,0.0826,3492,0.0248,982,14718,0.1044,24075,0.1707,8509,0.0603,5320,0.0377,44298,0.3141,5650,0.0401,26986,0.1913,12078,0.0856,52259,14894,14491,21076,917,141,2407,2464,0.0175,25430,57666,0.4089,4301,0.0305,924,0.0066,851,0.006,61867,0.4386,22001,0.156,27306,0.1936,3257,0.0231,306,0.0022,11277,0.08,2909,0.0206,12537,0.0889,2470,0.0175
Wannon,(Vic.),42.53,LP,125368,3.7,0.5682,40441,7430,0.0593,18347,0.1463,14890,0.1188,63695,0.5081,21006,0.1676,40,1.68,3.74,85732,0.6838,32593,0.26,124,0.001,23885,0.1905,1339,0.0107,7949,0.0634,1119,0.0089,2957,0.0236,3331,0.0266,137,0.0011,2019,0.0161,11985,0.0956,13792,0.11,3236,0.0258,12915,0.103,28405,0.2266,8898,0.071,3730,0.0298,1042,12860,0.1026,21100,0.1683,6396,0.051,4404,0.0351,42759,0.3411,9058,0.0723,23918,0.1908,11595,0.0925,47184,10542,20658,14011,899,128,2352,4241,0.0338,27084,56549,0.4511,2933,0.0234,447,0.0036,949,0.0076,59527,0.4748,26303,0.2098,26961,0.2151,10165,0.0811,563,0.0045,6311,0.0503,3460,0.0276,20002,0.1595,271,0.0022
Warringah,(NSW),40.5,LP/NP,137561,2582.3,3.412,56028,9013,0.0655,14711,0.1069,14173,0.103,80312,0.5838,19342,0.1406,37,2.19,4.89,88033,0.64,36097,0.2624,584,0.0042,27552,0.2003,292,0.0021,39870,0.2898,10101,0.0734,17902,0.1301,13650,0.0992,1649,0.012,17405,0.1265,13391,0.0973,15010,0.1091,2410,0.0175,15683,0.114,30006,0.2181,3223,0.0234,16461,0.1197,2147,17267,0.1255,16823,0.1223,8137,0.0592,8719,0.0634,24233,0.1762,37072,0.2695,39371,0.2862,30958,0.225,53548,18713,18069,15137,2439,352,24310,2633,0.0191,21964,72477,0.5269,1934,0.0141,234,0.0017,676,0.0049,74488,0.5415,27041,0.1966,35745,0.2598,219,0.0016,104,0.0008,4065,0.0296,4150,0.0302,38169,0.2775,16119,0.1172
Watson,(NSW),70.33,ALP,152550,3603.8,3.5568,48184,10921,0.0716,21129,0.1385,21990,0.1441,79190,0.5191,19349,0.1268,34,1.97,5.23,84300,0.5526,44168,0.2895,25430,0.1667,14532,0.0953,656,0.0043,72314,0.474,12906,0.0846,67698,0.4438,1980,0.013,17888,0.1173,98269,0.6442,16200,0.1062,10253,0.0672,4197,0.0275,10488,0.0688,29060,0.1905,11020,0.0722,5602,0.0367,1006,21689,0.1422,22691,0.1487,10182,0.0667,11093,0.0727,37274,0.2443,19330,0.1267,27865,0.1827,19392,0.1271,49286,17327,16161,13425,1661,205,15885,2067,0.0135,18274,58235,0.3817,5184,0.034,610,0.004,1218,0.008,63482,0.4161,20999,0.1377,27154,0.178,117,0.0008,27,0.0002,5932,0.0389,4374,0.0287,16153,0.1059,11450,0.0751
Wentworth,(NSW),46.15,LP/NP,150689,4958.5,3.6954,61806,7643,0.0507,11753,0.078,16224,0.1077,94984,0.6303,20101,0.1334,36,2.82,5.53,67028,0.4448,31404,0.2084,711,0.0047,28046,0.1861,548,0.0036,47629,0.3161,11413,0.0757,24498,0.1626,11777,0.0782,1640,0.0109,22101,0.1467,10217,0.0678,15233,0.1011,2270,0.0151,21916,0.1454,24313,0.1613,2893,0.0192,15347,0.1018,2307,18209,0.1208,12899,0.0856,9292,0.0617,10094,0.067,17758,0.1178,46041,0.3055,42043,0.279,33410,0.2217,58920,26273,17184,12992,2554,354,35439,7296,0.0484,16794,76572,0.5081,2573,0.0171,203,0.0013,709,0.0047,79146,0.5252,26300,0.1745,37795,0.2508,209,0.0014,115,0.0008,2966,0.0197,5223,0.0347,44854,0.2977,18961,0.1258
Werriwa,(NSW),65.24,ALP,140288,889.5,2.9491,44245,11334,0.0808,23431,0.167,21607,0.154,73328,0.5227,10619,0.0757,32,2.09,8.94,93478,0.6663,45608,0.3251,10157,0.0724,11642,0.083,2572,0.0183,46299,0.33,5809,0.0414,37638,0.2683,4645,0.0331,5562,0.0396,49365,0.3519,16129,0.115,8714,0.0621,4933,0.0352,7007,0.0499,30831,0.2198,8012,0.0571,6253,0.0446,1159,19567,0.1395,25176,0.1795,7985,0.0569,7225,0.0515,43964,0.3134,10584,0.0754,26384,0.1881,17445,0.1244,42831,12550,10115,18625,1648,193,1780,1600,0.0114,21356,59722,0.4257,4680,0.0334,910,0.0065,1098,0.0078,64405,0.4591,21685,0.1546,28947,0.2063,344,0.0025,47,0.0003,9586,0.0683,3142,0.0224,13367,0.0953,7082,0.0505
Wide_Bay,(Qld),41.53,LP/NP,127076,8.8,0.9445,55903,7497,0.059,18450,0.1452,13295,0.1046,67413,0.5305,20407,0.1606,42,1.74,3.96,80106,0.6304,22587,0.1777,77,0.0006,28153,0.2215,3768,0.0297,16944,0.1333,2281,0.0179,5203,0.0409,7148,0.0562,170,0.0013,3260,0.0257,10998,0.0865,16059,0.1264,4141,0.0326,11443,0.09,26765,0.2106,11520,0.0907,2929,0.023,906,12178,0.0958,19751,0.1554,4704,0.037,3582,0.0282,49664,0.3908,8639,0.068,26907,0.2117,13297,0.1046,47631,12324,18760,14762,1028,180,3057,3701,0.0291,24122,49828,0.3921,3813,0.03,588,0.0046,1256,0.0099,53634,0.4221,23438,0.1844,24848,0.1955,3107,0.0244,370,0.0029,5020,0.0395,4423,0.0348,13459,0.1059,523,0.0041
Wills,(Vic.),72.41,ALP,139046,2436.4,3.3867,43599,8685,0.0625,14726,0.1059,18088,0.1301,74254,0.534,23313,0.1677,36,1.98,3.96,86091,0.6192,52695,0.379,10669,0.0767,22783,0.1639,588,0.0042,43618,0.3137,7527,0.0541,38039,0.2736,3229,0.0232,9381,0.0675,53332,0.3836,12454,0.0896,12949,0.0931,3143,0.0226,14480,0.1041,27071,0.1947,9363,0.0673,6509,0.0468,1116,17531,0.1261,16138,0.1161,7144,0.0514,10751,0.0773,33558,0.2413,24016,0.1727,29236,0.2103,19826,0.1426,52841,15275,20534,14826,1392,198,8560,1894,0.0136,20995,61033,0.4389,3756,0.027,513,0.0037,799,0.0057,64781,0.4659,18416,0.1324,30170,0.217,87,0.0006,83,0.0006,6199,0.0446,3873,0.0279,22020,0.1584,10524,0.0757
Wright,(Qld),,LP/NP,118760,15.7,1.1959,49759,805,0.0068,19843,0.1671,14068,0.1185,64551,0.5435,12265,0.1033,37,1.96,6.41,79262,0.6674,23952,0.2017,281,0.0024,23176,0.1951,2092,0.0176,18807,0.1584,2269,0.0191,5913,0.0498,7349,0.0619,398,0.0034,4515,0.038,13068,0.11,12661,0.1066,2950,0.0248,6319,0.0532,28391,0.2391,7169,0.0604,4499,0.0379,1129,13969,0.1176,21203,0.1785,5680,0.0478,4334,0.0365,43096,0.3629,7940,0.0669,25487,0.2146,13422,0.113,39232,6920,13026,18139,1305,177,682,2287,0.0193,26642,54772,0.4612,2407,0.0203,473,0.004,679,0.0057,57137,0.4811,23367,0.1968,25857,0.2177,3712,0.0313,282,0.0024,6427,0.0541,2973,0.025,14417,0.1214,435,0.0037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,### NOTE THESE ARE FAIRLY MEANINGLESS WITHOUT A HOSUEHOLD SIZE METRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.306703777,0.3967,,,0.1307,,-0.202,,0.325,,0.2536,,-0.2697,-0.405698727,0.32998543,0.285132923,,-0.273435542,,0.324661458,,0.473943479,,-0.13966419,,-0.043428796,,0.392534784,,0.27079638,,0.495702941,,-0.22162911,,0.560522816,,0.539379591,,-0.121432134,,-0.459008254,,0.208287496,,-0.014747521,,-0.263823698,,0.033362706,,-0.069246587,-0.119897315,,0.272968821,,-0.273950924,,-0.1125549,,0.296080127,,-0.150342809,,0.072007436,,-0.133778536,,0.022150776,0.087300547,0.255555649,-0.289974098,0.041300227,0.095717297,0.044229234,0.182833759,,-0.044331059,-0.413641785,,-0.153042345,,0.462733599,,0.191881279,,0.108907416,0.08659935,-0.100507259,,-0.726587188,,-0.095869181,,-0.493544287,,-0.132947745,,0.223190556,,-0.013424065,,-0.177038852,,0.308335095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
division,state,ALP2PP,party,Total_population,Population_density1,LogPopDens,Persons_who_lived_at_a_different_address_5_years_ago,Persons_aged_under_5_years,Under5%A,Persons_aged_5_to_14_years,5to14%,Persons_aged_15_to_24_years,15to14%,Persons_aged_25_to_64_years,25to64%,Persons_aged_65_years_and_over,65pllus%,Median_age,Total_dependency_ratio3,Elderly_dependency_ratio5,Persons_of_Christian_religion,Christian%,Persons_of_Catholic_religion,Catholic%,Persons_of_Islamic_religion,Muslim%,Persons_of_no_religion,Atheist%,Persons_of_Indigenous_origin,Indiginous%,Persons_born_overseas,Overseas%,Persons_born_overseas_and_resident_in_Australia_since_2000,AusSince2000%,Persons_born_in_non-English_speaking_countries,NonEngBorn%,Persons_born_in_the_United_Kingdom_or_Ireland,UKIreBorn%,Persons_who_speak_English_not_well_or_not_at_all,BadEng%,Persons_speaking_a_language_other_than_English_at_home,OthEngHome%,Couple_families_with_dependent_children,DepChildren%,Couple_families_with_no_children,NoChild%,One_parent_families_with_dependent_children,OneParent%,Lone_person_households,Lone%,Persons_engaged_in_unpaid_child_care7,UnPaidCC%,Families_with_weekly_income_below_$650,Below650%,Families_with_weekly_income_$2000_and_above,Above2000%,Median_weekly_family_income,Individuals_with_weekly_income_below_$1000,IndBelow1000%,Persons_attending_infant/primary_or_secondary_school,Prim/Sec%,Persons_attending_non-government_infant/primary_or_secondary_school,PrivateSchool%,Persons_attending_a_tertiary_education_institution11,Tertiary%,Persons_whose_highest_level_of_schooling_completed_is_Year_10_or_below,Yr10Below%,Persons_with_university_qualifications,Degrees%,Households_with_an_internet_connection,Internet%,Households_with_a_broadband_internet_connection,,Occupied_private_dwellings,Rented_dwellings,Fully_owned_dwellings,Dwellings_being_purchased,Median_monthly_housing_loan_repayment,Median_weekly_rent,Flat_unit_or_apartment_dwellings,Persons_in_non-private_dwellings14,GovtHouse%,Dwellings_with_two_or_more_motor_vehicles,Employed_persons,Employed%,Unemployed_persons,Unemp%,Unemployed_persons_aged_15_to_19_years,Unemp15to24%,Unemployed_persons_aged_45_years_and_over,Unemp45+%,Labour_force20,Labourforce%,Labour_force_aged_45_years_and_over22,LabourForce45+%,Women_in_the_labour_force24,WomenLabour%,Persons_employed_in_agriculture,Ag%,Persons_employed_in_mining,Mine%,Persons_employed_in_manufacturing,Manu%,Persons_employed_in_accommodation_and_food_services,Accomm%,Persons_employed_in_professional_or_managerial_occupations,Prof%,Persons_using_public_transport_to_travel_to_work,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,TEN MOST ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,HIGHLY CORRE-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,LATED VARIABLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,WITH LABOR VOTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,LabourForce45+%,-0.7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,LogPopDens,0.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MedianAge,-0.405,,LogPopDens,0.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Muslim%,0.4739,,Catholic%,0.3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Unemp%,0.4627,,15to14%,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Ag%,0.4935,,TDR,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15to14%,0.325,,MedianAge,-0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,TDR,0.33,,Unemp%,0.4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Catholic%,0.3247,,Muslim%,0.4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ag%,0.4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Overseas%,0.3925,,MIGRANTINDEX,0.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NonEngBorn%,0.4957,,LabourForce45+%,-0.7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BadEng%,0.5605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,OthHomeEng%,0.5394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,MIGRANTINDEX,0.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
