,tweet_id,tweet_text,time
172,6.68754E+17,#Newspoll Turnbull: Approve 60 (+4) Disapprove 22 (-2) #auspol,23/11/2015 11:34
173,6.68755E+17,#Newspoll Shorten: Approve 26 (-1) Disapprove 57 (0) #auspol,23/11/2015 11:34
174,6.68754E+17,#Newspoll Federal Primary Votes: L/NP 46 (0) ALP 33 (-1) GRN 11 (+1) #auspol,23/11/2015 11:33
175,6.68754E+17,#Newspoll Federal 2 Party Preferred: L/NP 53 (0) ALP 47 (0) #auspol,23/11/2015 11:32
176,6.68419E+17,#Newspoll Likelihood of ISIS terrorist attack in Aust: Inevitable 24 Likely 52 Unlikely 15 Never 1 #auspol,22/11/2015 13:21
177,6.68418E+17,#Newspoll Aust sending ground troops to fight ISIS: Support 42 Oppose 45 #auspol,22/11/2015 13:17
178,6.68405E+17,#Galaxy Poll QLD State Primary Votes: ALP 37 (-3) LNP 42 (+3) GRN 9 (-1) KAP 4 (0) #qldpol #auspol,22/11/2015 12:24
179,6.68404E+17,#Galaxy Poll QLD Preferred Premier: Palaszczuk ALP 54 (+2) Springborg LNP 26 (-6) #qldpol #auspol,22/11/2015 12:21
180,6.68404E+17,#Galaxy Poll QLD Palaszczuk ALP: Approve 60 (+3) Disapprove 24 (-4) #qldpol #auspol,22/11/2015 12:20
181,6.68404E+17,#Galaxy Poll QLD Springborg LNP: Approve 42 (+3) Disapprove 34 (-3) #qldpol #auspol,22/11/2015 12:20
182,6.68403E+17,#Galaxy Poll QLD State 2 Party Preferred: ALP 49 (-3) LNP 51 (+3) #qldpol #auspol,22/11/2015 12:17
183,6.67856E+17,#Ipsos Poll USA GOP Presidential Candidate: Trump 38.8 (+4.4) Carson 14.7 (-4.9) Rubio 10.3 (+0.6) Cruz 7.1 (-0.6) Bush 5.5 (-0.9),21/11/2015 00:02
184,6.67855E+17,#Ipsos Poll USA DEM Presidential Candidate: Clinton 48.9 (-7.4) Sanders 34.0 (+2.9),21/11/2015 00:00
185,6.67832E+17,#Galaxy Poll QLD Federal 2 Party Preferred: L/NP 58 (+9) ALP 42 (-9) #auspol,20/11/2015 22:28
186,6.66504E+17,#Essential Poll Sending asylum-seekers to Nauru &amp; Manus Island: Agree 54 Disagree 31 #auspol,17/11/2015 06:31
187,6.66503E+17,#Essential Poll Govt's approach to asylum-seekers: Too tough 25 (+3) Right approach 31 (-3) Too soft 29 (+2) #auspol,17/11/2015 06:29
188,6.66502E+17,#Essential Poll Federal 2 Party Preferred: L/NP 52 (0) ALP 48 (0) #auspol,17/11/2015 06:25
